Make,Model,Year,Fuel,HP,Cylinders,Trans,DT,Doors,MCAT,Size,Style,Highway,City,Popularity,MSRP
OLDS,Intrigue,2002,R,215,6,A,F,4,N,M,S,27,18,26,28070
OLDS,Intrigue,2002,R,215,6,A,F,4,N,M,S,27,18,26,24580
OLDS,Intrigue,2002,R,215,6,A,F,4,N,M,S,27,18,26,23160
SCI,iQ,2013,R,94,4,A,F,2,Hatchback,C,2H,37,36,105,15495
SCI,iQ,2014,R,94,4,A,F,2,Hatchback,C,2H,37,36,105,17850
SCI,iQ,2014,R,94,4,A,F,2,Hatchback,C,2H,37,36,105,15665
SCI,iQ,2015,R,94,4,A,F,2,Hatchback,C,2H,37,36,105,15665
LEX,IS 200t,2016,PQ,241,4,A,R,4,Luxury,M,S,33,22,454,37325
LEX,IS 200t,2017,PQ,241,4,A,R,4,Luxury,M,S,32,22,454,37825
LEX,IS 250 C,2013,PQ,204,6,A,R,2,Luxury,C,CON,30,21,454,42610
LEX,IS 250 C,2014,PQ,204,6,A,R,2,Luxury,C,CON,30,21,454,42860
LEX,IS 250 C,2015,PQ,204,6,A,R,2,Luxury,C,CON,30,21,454,43360
LEX,IS 250,2013,PQ,204,6,A,R,4,Luxury,M,S,30,21,454,35065
LEX,IS 250,2013,PQ,204,6,A,A,4,Luxury,M,S,27,21,454,37525
LEX,IS 250,2014,PQ,204,6,A,R,4,Luxury,M,S,30,21,454,36100
LEX,IS 250,2014,PQ,204,6,A,A,4,Luxury,M,S,27,20,454,38635
LEX,IS 250,2015,PQ,204,6,A,R,4,Luxury,M,S,30,21,454,36550
LEX,IS 250,2015,PQ,204,6,A,R,4,Luxury,M,S,30,21,454,41440
LEX,IS 250,2015,PQ,204,6,A,A,4,Luxury,M,S,27,20,454,39085
LEX,IS 250,2015,PQ,204,6,A,A,4,Luxury,M,S,27,20,454,43690
LEX,IS 300,2005,PQ,215,6,A,R,4,"Luxury,Performance",C,W,23,16,454,31105
LEX,IS 300,2005,PQ,215,6,A,R,4,"Luxury,Performance",C,S,23,16,454,31105
LEX,IS 300,2005,PQ,215,6,M,R,4,"Luxury,Performance",C,S,23,16,454,29735
LEX,IS 300,2016,PQ,255,6,A,A,4,"Luxury,Performance",M,S,26,19,454,39700
LEX,IS 300,2017,PQ,255,6,A,A,4,"Luxury,Performance",M,S,26,19,454,40200
LEX,IS 350 C,2013,PQ,306,6,A,R,2,"Luxury,Performance",C,CON,27,19,454,46890
LEX,IS 350 C,2014,PQ,306,6,A,R,2,"Luxury,Performance",C,CON,27,19,454,47140
LEX,IS 350 C,2015,PQ,306,6,A,R,2,"Luxury,Performance",C,CON,27,19,454,47640
LEX,IS 350,2014,PQ,306,6,A,R,4,"Luxury,High-Performance",M,S,28,19,454,39615
LEX,IS 350,2014,PQ,306,6,A,A,4,"Luxury,Performance",M,S,26,19,454,41850
LEX,IS 350,2015,PQ,306,6,A,R,4,"Luxury,High-Performance",M,S,28,19,454,40065
LEX,IS 350,2015,PQ,306,6,A,A,4,"Luxury,Performance",M,S,26,19,454,42300
LEX,IS 350,2016,PQ,306,6,A,A,4,"Luxury,Performance",M,S,26,19,454,43035
LEX,IS 350,2016,PQ,306,6,A,R,4,"Luxury,High-Performance",M,S,28,19,454,40870
LEX,IS F,2012,PQ,416,8,A,R,4,"Factory Tuner,Luxury,High-Performance",M,S,23,16,454,61300
LEX,IS F,2013,PQ,416,8,A,R,4,"Factory Tuner,Luxury,High-Performance",M,S,23,16,454,61750
LEX,IS F,2014,PQ,416,8,A,R,4,"Factory Tuner,Luxury,High-Performance",M,S,23,16,454,63600
INF,J30,1995,R,210,6,A,R,4,Luxury,M,S,22,16,190,2000
INF,J30,1996,R,210,6,A,R,4,Luxury,M,S,22,16,190,2000
INF,J30,1996,R,210,6,A,R,4,Luxury,M,S,22,16,190,2000
INF,J30,1997,R,210,6,A,R,4,Luxury,M,S,22,16,190,2081
INF,J30,1997,R,210,6,A,R,4,Luxury,M,S,22,16,190,2032
INF,J30,1997,R,210,6,A,R,4,Luxury,M,S,22,16,190,2081
INF,J30,1997,R,210,6,A,R,4,Luxury,M,S,22,16,190,2000
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,25270
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,26195
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,24170
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,29525
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,27295
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,27295
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,28200
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,24170
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,26420
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,27520
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,29300
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,25045
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,29300
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,26195
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,28425
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,28200
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,23945
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,27520
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,28425
VW,Jetta GLI,2013,PC,200,4,AMT,F,4,Performance,M,S,32,24,873,25045
VW,Jetta GLI,2013,PC,200,4,M,F,4,Performance,M,S,33,22,873,23945
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,25270
VW,Jetta GLI,2013,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,29525
VW,Jetta GLI,2013,PC,210,4,M,F,4,Performance,M,S,33,22,873,26420
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,24535
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,30875
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,28555
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,29775
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,28855
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,27925
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,27455
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,30875
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,25635
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,29775
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,27455
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,28855
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,25635
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,24535
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,26825
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,28555
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,27925
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,29955
VW,Jetta GLI,2014,PC,210,4,AMT,F,4,Performance,M,S,32,24,873,29955
VW,Jetta GLI,2014,PC,210,4,M,F,4,Performance,M,S,33,23,873,26825
VW,Jetta Hybrid,2013,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,26990
VW,Jetta Hybrid,2013,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,24995
VW,Jetta Hybrid,2013,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,29325
VW,Jetta Hybrid,2013,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,31180
VW,Jetta Hybrid,2014,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,31895
VW,Jetta Hybrid,2014,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,25560
VW,Jetta Hybrid,2014,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,27645
VW,Jetta Hybrid,2014,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,30245
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,24210
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,21295
VW,Jetta SportWagen,2012,D,140,4,M,F,4,Diesel,C,W,42,30,873,28120
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,24210
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,21295
VW,Jetta SportWagen,2012,R,170,5,M,F,4,N,C,W,33,23,873,20195
VW,Jetta SportWagen,2012,R,170,5,M,F,4,N,C,W,33,23,873,20195
VW,Jetta SportWagen,2012,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,28390
VW,Jetta SportWagen,2012,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,29220
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,25960
VW,Jetta SportWagen,2012,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,26640
VW,Jetta SportWagen,2012,R,170,5,A,F,4,N,C,W,31,24,873,25960
VW,Jetta SportWagen,2012,D,140,4,M,F,4,Diesel,C,W,42,30,873,25540
VW,Jetta SportWagen,2012,D,140,4,M,F,4,Diesel,C,W,42,30,873,27290
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,21695
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,21695
VW,Jetta SportWagen,2013,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,29495
VW,Jetta SportWagen,2013,R,170,5,M,F,4,N,C,W,33,23,873,20595
VW,Jetta SportWagen,2013,D,140,4,M,F,4,Diesel,C,W,42,30,873,28395
VW,Jetta SportWagen,2013,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,26895
VW,Jetta SportWagen,2013,R,170,5,M,F,4,N,C,W,33,23,873,20595
VW,Jetta SportWagen,2013,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,28695
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,24395
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,26195
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,26195
VW,Jetta SportWagen,2013,R,170,5,A,F,4,N,C,W,31,24,873,24395
VW,Jetta SportWagen,2013,D,140,4,M,F,4,Diesel,C,W,42,30,873,27595
VW,Jetta SportWagen,2013,D,140,4,M,F,4,Diesel,C,W,42,30,873,25795
VW,Jetta SportWagen,2014,R,170,5,M,F,4,N,C,W,33,23,873,20995
VW,Jetta SportWagen,2014,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,27665
VW,Jetta SportWagen,2014,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,30265
VW,Jetta SportWagen,2014,D,140,4,M,F,4,Diesel,C,W,42,30,873,29165
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,26685
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,24885
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,22095
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,26685
VW,Jetta SportWagen,2014,R,170,5,M,F,4,N,C,W,33,23,873,20995
VW,Jetta SportWagen,2014,D,140,4,M,F,4,Diesel,C,W,42,30,873,26565
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,24885
VW,Jetta SportWagen,2014,R,170,5,A,F,4,N,C,W,30,23,873,22095
VW,Jetta SportWagen,2014,D,140,4,AMT,F,4,Diesel,C,W,39,29,873,29465
VW,Jetta SportWagen,2014,D,140,4,M,F,4,Diesel,C,W,42,30,873,28365
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,22325
VW,Jetta,2015,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,29280
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,23650
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,25380
VW,Jetta,2015,D,150,4,AMT,F,4,Diesel,M,S,45,31,873,25175
VW,Jetta,2015,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,26920
VW,Jetta,2015,R,170,4,M,F,4,N,M,S,37,25,873,20895
VW,Jetta,2015,D,150,4,M,F,4,Diesel,M,S,46,31,873,21640
VW,Jetta,2015,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,26920
VW,Jetta,2015,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,32,24,873,28020
VW,Jetta,2015,D,150,4,AMT,F,4,Diesel,M,S,45,31,873,22740
VW,Jetta,2015,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,32,24,873,30380
VW,Jetta,2015,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,29280
VW,Jetta,2015,D,150,4,M,F,4,Diesel,M,S,46,31,873,24075
VW,Jetta,2015,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,32,24,873,30380
VW,Jetta,2015,R,115,4,M,F,4,N,M,S,34,25,873,16215
VW,Jetta,2015,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,32,24,873,28020
VW,Jetta,2015,R,115,4,M,F,4,N,M,S,34,25,873,17325
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,20095
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,23650
VW,Jetta,2015,R,170,4,M,F,4,N,M,S,37,25,873,18995
VW,Jetta,2015,D,150,4,M,F,4,Diesel,M,S,46,31,873,26410
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,22325
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,20095
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,25380
VW,Jetta,2015,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,31670
VW,Jetta,2015,R,115,4,A,F,4,N,M,S,34,23,873,18425
VW,Jetta,2015,D,150,4,AMT,F,4,Diesel,M,S,45,31,873,27510
VW,Jetta,2015,R,115,4,A,F,4,N,M,S,34,23,873,19420
VW,Jetta,2015,R,115,4,M,F,4,N,M,S,34,25,873,18320
VW,Jetta,2015,R,170,4,M,F,4,N,M,S,37,25,873,18995
VW,Jetta,2015,R,170,4,A,F,4,N,M,S,37,25,873,21995
VW,Jetta,2016,R,150,4,A,F,4,N,M,S,39,28,873,22325
VW,Jetta,2016,R,170,4,A,F,4,N,M,S,36,25,873,23650
VW,Jetta,2016,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,29280
VW,Jetta,2016,R,150,4,A,F,4,N,M,S,39,28,873,19775
VW,Jetta,2016,R,170,4,A,F,4,N,M,S,36,25,873,25380
VW,Jetta,2016,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,33,24,873,28020
VW,Jetta,2016,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,26920
VW,Jetta,2016,R,150,4,M,F,4,N,M,S,39,28,873,18675
VW,Jetta,2016,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,26920
VW,Jetta,2016,R,170,4,A,F,4,N,M,S,36,25,873,23650
VW,Jetta,2016,R,170,4,A,F,4,N,M,S,36,25,873,21995
VW,Jetta,2016,R,150,4,M,F,4,N,M,S,39,28,873,18995
VW,Jetta,2016,R,150,4,A,F,4,N,M,S,39,28,873,20095
VW,Jetta,2016,R,170,4,M,F,4,N,M,S,37,25,873,20895
VW,Jetta,2016,PQ,170,4,AMT,F,4,Hybrid,M,S,48,42,873,31120
VW,Jetta,2016,R,150,4,M,F,4,N,M,S,39,28,873,17680
VW,Jetta,2016,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,33,24,873,28020
VW,Jetta,2016,R,150,4,A,F,4,N,M,S,39,28,873,18780
VW,Jetta,2016,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,33,24,873,30380
VW,Jetta,2016,PC,210,4,A,F,4,"Factory Tuner,Performance",M,S,33,24,873,30380
VW,Jetta,2016,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,29280
VW,Jetta,2016,R,170,4,A,F,4,N,M,S,36,25,873,25380
VW,Jetta,2017,PC,210,4,AMT,F,4,"Factory Tuner,Performance",M,S,33,24,873,28995
VW,Jetta,2017,R,150,4,A,F,4,N,M,S,38,28,873,21995
VW,Jetta,2017,R,150,4,M,F,4,N,M,S,40,28,873,20895
VW,Jetta,2017,R,150,4,A,F,4,N,M,S,38,28,873,18995
VW,Jetta,2017,R,150,4,M,F,4,N,M,S,40,28,873,17895
VW,Jetta,2017,PC,170,4,A,F,4,N,M,S,35,25,873,24995
VW,Jetta,2017,PC,210,4,M,F,4,"Factory Tuner,Performance",M,S,33,23,873,27895
GMC,Jimmy,1999,R,190,6,M,4,2,N,C,2S,16,13,549,2347
GMC,Jimmy,1999,R,190,6,A,R,4,N,M,4S,19,14,549,2554
GMC,Jimmy,1999,R,190,6,A,4,4,N,M,4S,19,14,549,2590
GMC,Jimmy,1999,R,190,6,N,R,2,N,C,2S,19,14,549,2182
GMC,Jimmy,1999,R,190,6,A,4,4,N,M,4S,19,14,549,2691
GMC,Jimmy,1999,R,190,6,N,4,2,N,C,2S,19,14,549,2317
GMC,Jimmy,1999,R,190,6,A,4,4,N,M,4S,19,14,549,2368
GMC,Jimmy,1999,R,190,6,A,R,4,N,M,4S,19,14,549,2377
GMC,Jimmy,1999,R,190,6,A,R,4,N,M,4S,19,14,549,2251
GMC,Jimmy,1999,R,190,6,M,R,2,N,C,2S,21,15,549,2038
GMC,Jimmy,2000,R,190,6,N,R,2,N,C,2S,20,15,549,2407
GMC,Jimmy,2000,R,190,6,M,4,2,N,C,2S,16,13,549,2463
GMC,Jimmy,2000,R,190,6,A,4,4,N,M,4S,18,14,549,2773
GMC,Jimmy,2000,R,190,6,A,R,4,N,M,4S,20,15,549,2756
GMC,Jimmy,2000,R,190,6,A,R,4,N,M,4S,20,15,549,2590
GMC,Jimmy,2000,R,190,6,A,4,4,N,M,4S,18,14,549,2916
GMC,Jimmy,2000,R,190,6,M,R,2,N,C,2S,21,15,549,2322
GMC,Jimmy,2000,R,190,6,A,R,4,N,M,4S,20,15,549,2623
GMC,Jimmy,2000,R,190,6,A,4,4,N,M,4S,18,14,549,2655
GMC,Jimmy,2000,R,190,6,N,4,2,N,C,2S,18,14,549,2578
GMC,Jimmy,2001,R,190,6,A,R,4,N,M,4S,20,15,549,26770
GMC,Jimmy,2001,R,190,6,M,4,2,N,C,2S,16,13,549,22270
GMC,Jimmy,2001,R,190,6,A,4,2,N,C,2S,18,14,549,25170
GMC,Jimmy,2001,R,190,6,A,4,4,N,M,4S,18,14,549,31925
GMC,Jimmy,2001,R,190,6,M,R,2,N,C,2S,20,14,549,19270
GMC,Jimmy,2001,R,190,6,A,R,2,N,C,2S,20,15,549,22170
GMC,Jimmy,2001,R,190,6,A,4,4,N,M,4S,18,14,549,30225
GMC,Jimmy,2001,R,190,6,A,R,4,N,M,4S,20,15,549,28225
GMC,Jimmy,2001,R,190,6,A,4,4,N,M,4S,18,14,549,33920
GMC,Jimmy,2001,R,190,6,A,4,4,N,M,4S,18,14,549,28770
GMC,Jimmy,2001,R,190,6,A,R,4,N,M,4S,20,15,549,29925
DOD,Journey,2015,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,33295
DOD,Journey,2015,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,33295
DOD,Journey,2015,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,27395
DOD,Journey,2015,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,28695
DOD,Journey,2015,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,26595
DOD,Journey,2015,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,23495
DOD,Journey,2015,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,29995
DOD,Journey,2015,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,25195
DOD,Journey,2015,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,20695
DOD,Journey,2015,R,283,6,A,F,4,Crossover,M,4S,25,17,1851,31395
DOD,Journey,2015,R,283,6,A,F,4,Crossover,M,4S,25,17,1851,31395
DOD,Journey,2016,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,27395
DOD,Journey,2016,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,26295
DOD,Journey,2016,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,26595
DOD,Journey,2016,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,33695
DOD,Journey,2016,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,28395
DOD,Journey,2016,FRE85,283,6,A,F,4,"Crossover,Flex Fuel",M,4S,25,17,1851,31795
DOD,Journey,2016,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,30895
DOD,Journey,2016,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,20995
DOD,Journey,2016,R,173,4,A,F,4,Crossover,M,4S,26,19,1851,24895
DOD,Journey,2016,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,29795
DOD,Journey,2017,R,173,4,A,F,4,Crossover,M,4S,25,19,1851,20995
DOD,Journey,2017,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,33695
DOD,Journey,2017,R,173,4,A,F,4,Crossover,M,4S,25,19,1851,26295
DOD,Journey,2017,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,29795
DOD,Journey,2017,FRE85,283,6,A,F,4,"Crossover,Flex Fuel",M,4S,25,17,1851,31795
DOD,Journey,2017,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,30995
DOD,Journey,2017,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,26595
DOD,Journey,2017,R,173,4,A,F,4,Crossover,M,4S,25,19,1851,27495
DOD,Journey,2017,R,283,6,A,A,4,Crossover,M,4S,24,16,1851,28395
DOD,Journey,2017,R,173,4,A,F,4,Crossover,M,4S,25,19,1851,24895
NIS,Juke,2015,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,25240
NIS,Juke,2015,PQ,215,4,M,F,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,31,25,2009,28020
NIS,Juke,2015,PQ,211,4,A,A,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,29,25,2009,30020
NIS,Juke,2015,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,26940
NIS,Juke,2015,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,20250
NIS,Juke,2015,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,22300
NIS,Juke,2015,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,24150
NIS,Juke,2015,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,22100
NIS,Juke,2015,PC,188,4,A,A,4,"Crossover,Hatchback,Performance",C,4H,31,26,2009,27230
NIS,Juke,2015,PC,188,4,M,F,4,"Crossover,Hatchback,Performance",C,4H,34,28,2009,24830
NIS,Juke,2016,PC,188,4,M,F,4,"Crossover,Hatchback,Performance",C,4H,34,28,2009,24830
NIS,Juke,2016,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,22100
NIS,Juke,2016,PQ,211,4,M,F,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,31,25,2009,28020
NIS,Juke,2016,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,22300
NIS,Juke,2016,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,24150
NIS,Juke,2016,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,31,26,2009,26940
NIS,Juke,2016,PQ,215,4,A,A,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,29,25,2009,30020
NIS,Juke,2016,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,20250
NIS,Juke,2016,PC,188,4,A,A,4,"Crossover,Hatchback,Performance",C,4H,31,26,2009,27230
NIS,Juke,2016,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,25240
NIS,Juke,2017,PQ,215,4,M,F,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,31,26,2009,28020
NIS,Juke,2017,PC,188,4,M,F,4,"Crossover,Hatchback,Performance",C,4H,33,27,2009,24830
NIS,Juke,2017,PQ,211,4,A,A,4,"Crossover,Hatchback,Factory Tuner,Performance",C,4H,29,25,2009,30020
NIS,Juke,2017,PC,188,4,A,A,4,"Crossover,Hatchback,Performance",C,4H,30,26,2009,27230
NIS,Juke,2017,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,30,26,2009,26940
NIS,Juke,2017,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,30,26,2009,24400
NIS,Juke,2017,PC,188,4,A,A,4,"Crossover,Hatchback",C,4H,30,26,2009,22100
NIS,Juke,2017,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,20250
NIS,Juke,2017,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,22550
NIS,Juke,2017,PC,188,4,A,F,4,"Crossover,Hatchback",C,4H,32,28,2009,25240
SUB,Justy,1992,R,73,3,M,4,2,Hatchback,C,2H,29,24,640,2000
SUB,Justy,1992,R,73,3,M,4,4,Hatchback,C,4H,29,24,640,2000
SUB,Justy,1992,R,66,3,M,F,2,Hatchback,C,2H,33,28,640,2000
SUB,Justy,1992,R,73,3,M,F,2,Hatchback,C,2H,33,28,640,2000
SUB,Justy,1993,R,73,3,A,F,2,Hatchback,C,2H,32,28,640,2000
SUB,Justy,1993,R,73,3,A,F,4,Hatchback,C,4H,32,28,640,2000
SUB,Justy,1993,R,73,3,M,4,4,Hatchback,C,4H,29,24,640,2000
SUB,Justy,1993,R,73,3,M,F,2,Hatchback,C,2H,33,28,640,2000
SUB,Justy,1994,R,73,3,M,F,2,Hatchback,C,2H,33,28,640,2000
SUB,Justy,1994,R,73,3,M,4,4,Hatchback,C,4H,29,24,640,2000
INF,JX,2013,PC,265,6,A,F,4,"Crossover,Luxury",L,4S,24,18,190,41250
INF,JX,2013,PC,265,6,A,A,4,"Crossover,Luxury",L,4S,23,18,190,42650
KIA,K900,2015,PC,420,8,A,R,4,"Luxury,High-Performance",L,S,23,15,1720,59900
KIA,K900,2015,PC,420,8,A,R,4,"Luxury,High-Performance",L,S,23,15,1720,54500
KIA,K900,2016,R,311,6,A,R,4,Luxury,L,S,26,17,1720,49000
KIA,K900,2016,PC,420,8,A,R,4,"Luxury,High-Performance",L,S,23,15,1720,61900
KIA,K900,2016,R,311,6,A,R,4,Luxury,L,S,26,17,1720,54900
SUZ,Kizashi,2011,R,180,4,A,F,4,N,M,S,31,23,481,21049
